weekly_self_study_hours,attendance_percentage,class_participation,total_score,grade
18.7,71.7,7.2,92.5,A
8.5,77.0,5.6,56.5,C
12.0,86.9,4.8,73.9,B
18.5,95.0,8.2,97.4,A
11.2,67.4,4.8,74.5,B
17.9,68.2,7.0,92.1,A
23.4,82.9,5.7,100.0,A
9.1,82.8,4.4,61.1,C
11.1,82.6,3.9,78.1,B
19.4,89.0,5.8,93.8,A
12.0,91.1,10.0,82.6,B
19.4,93.6,5.3,100.0,A
18.6,89.0,6.2,88.1,A
12.7,77.2,5.2,78.3,B
24.3,67.0,5.5,100.0,A
6.6,76.6,4.5,55.5,C
19.3,85.7,9.2,77.5,B
0.2,87.6,5.9,63.4,C
15.7,100.0,5.7,96.7,A
15.4,79.2,6.7,100.0,A
6.6,75.9,7.3,73.2,B
25.7,89.2,3.2,100.0,A
7.3,85.9,3.9,62.3,C
12.6,83.2,8.9,68.4,C
23.3,72.7,2.7,100.0,A
16.6,74.1,5.9,100.0,A
12.3,97.7,7.5,76.9,B
10.8,77.4,5.3,84.7,B
15.1,97.2,7.7,78.7,B
12.3,97.0,7.3,65.9,C
15.8,90.2,5.1,100.0,A
10.5,91.2,1.4,83.9,B
21.2,86.6,8.0,83.7,B
10.6,95.9,5.3,73.0,B
4.6,87.9,8.2,62.3,C
34.7,94.1,8.1,100.0,A
22.0,93.8,3.6,100.0,A
10.3,88.4,5.8,81.5,B
8.8,85.1,5.6,64.6,C
19.8,74.0,3.9,91.9,A
10.5,66.7,6.8,67.7,C
22.3,91.2,4.4,97.6,A
18.6,69.1,10.0,76.3,B
17.0,92.6,5.7,84.6,B
16.3,100.0,3.6,83.1,B
25.2,89.8,4.8,100.0,A
13.6,90.2,6.2,72.4,B
16.0,94.9,7.0,100.0,A
9.7,98.0,5.1,79.4,B
19.2,92.4,5.9,100.0,A
9.0,97.1,4.6,74.2,B
23.5,92.4,6.2,100.0,A
24.2,100.0,7.9,100.0,A
3.4,82.1,5.2,48.8,D
22.2,77.2,6.9,100.0,A
6.3,89.7,6.8,67.5,C
12.0,92.6,6.6,100.0,A
14.8,100.0,2.2,71.7,B
11.8,94.3,5.7,69.4,C
12.5,96.9,4.9,90.1,A
20.7,89.2,10.0,90.1,A
22.5,82.3,4.7,85.1,A
14.2,68.8,3.6,82.4,B
15.0,75.0,8.0,85.9,A
19.4,79.5,9.2,100.0,A
7.6,82.0,4.5,59.7,C
15.3,89.2,6.7,82.2,B
13.4,71.5,6.9,88.5,A
17.0,91.2,5.7,100.0,A
6.8,82.8,6.1,78.7,B
17.6,82.5,4.1,100.0,A
17.0,81.2,5.9,100.0,A
28.9,77.6,6.9,100.0,A
5.9,68.4,6.3,83.5,B
31.2,77.3,5.3,100.0,A
28.5,82.5,5.3,100.0,A
24.0,93.3,3.6,100.0,A
11.5,79.5,10.0,72.1,B
21.9,84.3,7.8,96.0,A
2.9,85.2,6.1,47.4,D
0.7,100.0,5.1,48.5,D
11.0,80.8,4.5,79.9,B
8.2,79.0,6.4,70.4,B
1.2,82.2,4.6,57.7,C
26.3,86.3,4.0,100.0,A
10.0,77.7,4.3,88.0,A
18.3,74.1,7.8,99.6,A
34.7,96.7,6.3,100.0,A
14.2,89.5,4.9,80.5,B
6.0,76.6,6.9,79.4,B
28.1,83.4,5.4,100.0,A
14.0,77.0,10.0,80.8,B
20.9,84.1,10.0,88.4,A
0.0,78.5,5.7,61.5,C
17.1,88.7,3.4,86.5,A
14.6,79.3,3.7,83.5,B
12.4,80.8,6.2,82.0,B
21.8,88.9,7.1,100.0,A
10.3,90.2,4.9,84.4,B
13.1,92.0,3.1,72.4,B
15.7,66.1,5.5,82.1,B
21.1,61.2,3.3,100.0,A
13.3,82.1,6.7,88.4,A
13.9,81.1,5.2,88.5,A
13.8,84.8,5.4,73.9,B
13.8,73.0,7.3,76.2,B
5.8,83.4,5.1,61.4,C
20.3,84.9,3.3,99.6,A
20.8,88.8,5.6,100.0,A
3.6,79.3,9.4,51.7,D
11.8,86.3,9.0,78.4,B
24.3,82.4,6.2,100.0,A
15.7,95.8,6.5,80.6,B
12.8,67.3,4.8,89.3,A
7.2,70.3,3.4,89.8,A
23.8,85.5,4.2,82.4,B
10.1,85.2,10.0,63.8,C
19.8,84.9,7.3,98.4,A
28.4,87.5,4.8,100.0,A
15.9,86.7,6.1,74.5,B
25.0,89.0,4.4,100.0,A
18.3,90.3,5.0,100.0,A
22.1,84.6,5.5,98.8,A
13.2,91.3,5.5,89.6,A
8.8,95.7,6.6,64.1,C
11.8,63.6,10.0,48.3,D
12.5,76.3,2.9,96.2,A
16.9,84.4,5.1,74.3,B
20.0,72.3,6.7,100.0,A
4.1,75.8,6.4,65.9,C
16.1,89.3,5.2,95.0,A
17.2,81.6,4.5,87.9,A
15.4,82.4,4.7,99.3,A
7.7,74.7,6.6,73.4,B
17.9,74.2,5.8,82.7,B
17.6,97.7,2.8,85.5,A
20.8,87.3,5.3,100.0,A
13.5,78.0,6.4,81.9,B
17.1,87.1,5.9,77.9,B
18.9,86.8,6.6,85.4,A
15.3,96.7,5.2,100.0,A
5.6,80.9,6.9,54.5,D
0.0,94.3,7.8,40.5,D
9.3,91.9,2.4,76.4,B
3.1,93.9,1.9,60.7,C
16.8,89.6,5.9,83.0,B
7.9,86.3,6.8,61.4,C
10.4,84.7,8.6,89.7,A
27.4,94.3,3.7,100.0,A
12.2,76.8,10.0,64.8,C
23.3,93.7,6.8,100.0,A
15.3,84.8,6.0,84.5,B
4.9,76.9,4.6,49.1,D
14.7,98.8,6.2,80.5,B
0.0,76.7,1.4,40.9,D
16.5,93.8,2.6,90.3,A
8.5,100.0,4.1,81.6,B
14.9,84.3,3.6,100.0,A
10.4,100.0,7.3,75.5,B
23.3,69.1,7.1,100.0,A
15.3,100.0,7.1,95.8,A
12.8,81.0,5.2,80.0,B
11.5,73.9,5.5,68.3,C
16.5,100.0,6.4,95.9,A
12.4,78.2,7.3,76.9,B
0.0,85.1,5.6,35.8,F
11.2,95.4,7.5,73.1,B
15.0,73.3,7.1,98.1,A
9.7,69.0,4.4,76.1,B
16.7,81.0,6.1,100.0,A
15.8,70.3,4.8,90.2,A
0.0,72.2,5.8,47.7,D
10.0,95.3,5.1,85.0,B
24.3,91.6,5.0,100.0,A
18.7,100.0,4.6,100.0,A
19.4,90.9,3.9,100.0,A
21.8,92.9,8.8,100.0,A
13.3,60.3,3.2,72.7,B
11.1,96.7,8.9,57.5,C
20.9,85.9,9.1,88.0,A
22.8,90.1,4.1,100.0,A
23.6,85.7,6.5,100.0,A
10.5,93.9,7.5,72.7,B
19.6,90.5,9.7,93.1,A
14.2,93.9,6.0,89.0,A
19.9,75.3,1.2,100.0,A
14.4,73.5,4.0,100.0,A
14.8,80.6,1.1,88.9,A
20.6,89.4,10.0,100.0,A
12.7,89.7,6.4,85.8,A
12.4,89.1,4.8,67.2,C
22.4,85.2,5.1,82.8,B
17.9,73.5,3.7,100.0,A
8.1,98.7,6.4,84.1,B
23.1,86.8,6.5,99.8,A
25.2,78.0,4.5,100.0,A
17.1,83.1,6.3,100.0,A
12.8,83.3,2.8,72.1,B
26.3,68.3,6.0,100.0,A
25.8,84.4,7.0,100.0,A
8.8,83.4,4.6,75.4,B
13.2,85.8,4.1,84.0,B
14.6,86.9,7.7,79.6,B
26.5,100.0,7.5,100.0,A
21.2,85.5,5.9,100.0,A
12.7,89.5,6.3,88.4,A
15.0,90.3,3.7,96.8,A
14.2,77.0,4.5,86.0,A
9.7,90.6,6.9,84.6,B
18.6,80.3,7.9,100.0,A
18.2,76.1,7.2,90.4,A
19.1,86.2,7.9,100.0,A
16.6,79.6,6.9,88.1,A
7.4,76.7,5.9,69.8,C
10.6,92.6,6.7,90.2,A
15.4,75.0,3.3,96.5,A
21.3,100.0,6.3,100.0,A
17.0,94.6,7.2,100.0,A
6.4,82.3,9.9,69.3,C
0.8,82.7,4.7,45.5,D
14.7,88.8,3.8,78.2,B
17.9,90.7,5.2,85.9,A
20.5,78.9,6.9,100.0,A
27.3,88.8,4.6,100.0,A
22.9,95.5,6.2,90.8,A
19.3,97.5,7.7,100.0,A
11.2,76.6,5.4,89.7,A
25.1,73.6,8.5,100.0,A
7.4,77.5,4.6,76.2,B
22.7,100.0,7.4,100.0,A
28.2,72.0,3.4,100.0,A
24.8,95.0,5.4,96.0,A
12.3,87.4,2.1,72.9,B
3.5,85.7,4.5,66.4,C
9.8,83.2,4.7,78.9,B
15.3,76.3,2.1,83.5,B
13.0,94.3,5.5,81.5,B
16.7,82.2,4.8,100.0,A
2.3,88.4,5.2,58.7,C
20.6,97.1,5.4,100.0,A
10.6,83.6,6.0,63.3,C
15.0,87.8,4.7,91.0,A
11.7,63.1,7.7,77.9,B
20.2,91.6,4.0,84.6,B
11.0,87.0,3.5,65.2,C
3.0,96.2,6.8,64.4,C
18.9,89.6,7.9,100.0,A
3.9,65.6,5.0,55.1,C
13.8,67.3,4.9,74.0,B
22.6,65.9,9.9,91.3,A
19.0,81.0,5.8,99.9,A
15.2,73.6,4.5,87.1,A
15.5,65.2,7.1,96.6,A
7.6,90.2,1.9,74.1,B
17.9,85.2,3.8,89.3,A
18.5,91.0,3.3,100.0,A
16.5,92.1,5.3,93.9,A
15.1,82.0,5.3,100.0,A
14.0,97.2,2.6,83.6,B
20.5,82.2,6.1,100.0,A
10.7,74.9,6.4,85.7,A
5.6,82.2,4.1,63.9,C
21.3,78.2,6.1,100.0,A
5.8,78.6,4.6,68.2,C
9.8,84.2,6.2,79.7,B
18.0,63.5,7.8,100.0,A
17.3,92.8,4.3,100.0,A
13.9,92.6,4.4,100.0,A
24.9,69.4,10.0,100.0,A
21.8,77.9,9.4,82.6,B
14.3,89.9,6.9,81.2,B
11.1,73.2,5.2,65.6,C
16.9,96.1,3.7,90.5,A
16.3,91.8,6.4,90.1,A
23.3,52.3,6.1,100.0,A
13.6,89.5,6.8,80.1,B
22.2,81.5,6.3,100.0,A
5.7,86.9,4.5,54.5,D
17.5,87.3,5.4,87.1,A
10.0,78.0,8.3,70.5,B
15.0,66.5,8.7,74.7,B
13.5,91.6,6.7,67.7,C
7.2,100.0,3.3,68.3,C
9.9,91.2,6.0,73.0,B
11.8,91.3,5.0,85.4,A
27.2,75.7,6.6,100.0,A
11.3,83.5,4.0,90.1,A
1.7,86.8,7.1,81.3,B
9.8,92.1,4.4,92.8,A
2.7,100.0,6.6,59.6,C
7.7,73.4,8.5,70.3,B
0.0,78.7,4.4,67.6,C
10.6,96.5,4.9,75.2,B
17.6,84.0,8.0,89.5,A
12.1,71.5,6.9,78.3,B
12.5,100.0,4.5,80.9,B
32.9,94.6,6.8,100.0,A
10.8,70.3,1.6,87.8,A
16.5,92.3,4.3,93.7,A
15.7,92.8,4.6,100.0,A
16.8,93.5,6.1,89.4,A
10.7,78.7,5.1,86.4,A
20.4,75.8,6.9,98.3,A
23.3,88.6,3.0,100.0,A
15.5,89.0,6.6,87.0,A
23.2,100.0,4.5,100.0,A
18.8,62.1,6.3,100.0,A
16.2,80.9,7.7,87.8,A
7.8,82.0,6.1,87.1,A
14.1,88.4,5.9,67.2,C
22.0,78.6,3.0,100.0,A
12.3,64.0,8.4,83.0,B
15.6,89.5,4.0,80.4,B
7.5,84.1,5.3,58.5,C
17.6,92.3,6.3,100.0,A
18.2,81.7,6.5,87.0,A
31.4,76.8,7.4,100.0,A
16.6,79.5,6.9,95.4,A
17.1,80.4,8.8,100.0,A
13.9,78.1,7.3,88.4,A
14.4,85.5,5.2,71.4,B
12.9,89.6,8.3,93.3,A
24.5,68.6,6.0,100.0,A
11.4,81.3,4.5,83.7,B
23.0,89.9,5.7,100.0,A
14.4,84.8,7.5,82.3,B
9.1,87.7,5.0,79.3,B
11.1,83.7,6.9,73.7,B
10.2,79.5,6.8,85.6,A
11.3,78.6,5.1,76.9,B
6.5,100.0,6.9,85.0,B
9.8,82.9,6.0,79.3,B
0.0,74.1,4.5,58.6,C
15.7,80.6,8.1,86.2,A
11.1,98.8,8.3,71.0,B
13.5,71.4,3.8,85.6,A
9.2,90.6,5.8,70.5,B
24.5,100.0,3.3,100.0,A
1.8,95.5,2.6,50.3,D
21.5,77.4,4.6,100.0,A
4.0,90.2,4.0,72.4,B
9.8,93.5,5.2,64.6,C
17.6,84.2,9.6,100.0,A
28.6,77.1,6.9,100.0,A
20.5,74.7,8.2,100.0,A
0.0,89.0,4.8,46.4,D
17.4,94.8,4.4,100.0,A
9.3,81.0,6.8,70.2,B
31.8,73.8,5.8,100.0,A
17.2,96.2,3.3,100.0,A
21.7,93.3,5.3,100.0,A
8.9,91.1,8.0,81.0,B
8.5,94.5,6.1,58.9,C
14.7,97.3,8.3,76.4,B
9.7,98.5,4.1,81.0,B
17.3,90.7,6.2,99.9,A
11.9,78.7,1.2,98.3,A
14.8,86.7,4.3,83.0,B
21.8,100.0,6.0,100.0,A
15.2,87.1,6.6,79.8,B
13.1,81.1,3.9,75.6,B
10.0,79.5,3.6,62.4,C
11.3,90.3,6.1,81.8,B
19.9,75.9,3.9,100.0,A
14.0,76.7,8.1,63.7,C
8.3,79.1,6.3,73.5,B
12.2,81.7,3.7,97.2,A
20.8,92.3,4.1,91.4,A
12.8,83.2,9.0,86.3,A
0.0,99.6,7.9,44.5,D
21.3,78.2,6.0,100.0,A
13.3,93.5,8.4,70.2,B
20.6,82.4,5.7,100.0,A
12.1,89.6,5.5,95.1,A
18.4,76.3,4.0,94.7,A
19.0,78.0,4.4,98.8,A
9.8,66.3,4.4,55.1,C
5.7,71.5,7.6,54.4,D
7.0,99.7,5.6,60.8,C
16.4,87.3,6.9,94.0,A
13.9,83.7,1.7,77.9,B
14.9,87.8,3.7,68.3,C
18.0,100.0,7.6,100.0,A
12.7,83.7,6.3,76.3,B
11.8,93.1,7.0,72.7,B
9.2,92.4,7.6,48.1,D
17.6,100.0,8.7,90.1,A
26.9,92.7,5.8,100.0,A
11.5,80.9,5.7,78.8,B
18.1,86.1,7.7,100.0,A
24.2,89.7,1.6,100.0,A
10.3,100.0,6.0,80.1,B
27.3,81.0,5.5,100.0,A
8.5,90.1,4.6,82.0,B
18.9,92.7,6.9,100.0,A
7.2,88.2,2.0,84.5,B
18.7,100.0,6.4,100.0,A
10.4,92.0,6.0,94.1,A
0.0,98.4,9.4,53.1,D
24.8,76.7,5.8,100.0,A
16.4,86.3,3.5,95.4,A
11.2,87.1,7.3,70.3,B
13.4,100.0,1.5,71.7,B
13.7,81.0,5.1,70.8,B
12.5,99.7,6.4,61.6,C
12.3,87.2,3.2,82.2,B
14.0,100.0,4.3,79.4,B
28.9,91.3,5.3,100.0,A
0.0,95.7,5.3,45.5,D
0.9,89.6,8.6,37.4,F
18.1,86.7,8.3,100.0,A
0.0,78.0,7.6,37.9,F
11.5,88.6,5.4,72.0,B
9.5,77.7,7.0,69.2,C
14.7,59.5,6.1,87.6,A
10.6,96.8,6.8,58.4,C
14.0,88.3,3.7,95.8,A
9.5,72.9,6.7,72.4,B
6.2,80.9,5.9,71.0,B
13.1,83.6,3.7,93.1,A
18.6,60.2,5.2,100.0,A
19.4,65.6,7.4,75.9,B
16.3,100.0,6.8,78.3,B
23.9,100.0,5.7,100.0,A
15.6,83.2,4.7,83.5,B
20.8,72.6,7.4,100.0,A
13.2,81.6,8.1,81.5,B
18.2,90.8,6.0,93.0,A
28.7,91.7,6.9,100.0,A
16.2,81.2,5.5,87.9,A
23.4,72.4,6.4,100.0,A
15.1,82.5,8.9,100.0,A
6.2,78.0,2.6,56.7,C
16.1,76.4,4.9,89.9,A
18.7,82.7,7.7,100.0,A
20.9,90.9,8.7,90.4,A
10.2,78.5,5.4,84.6,B
40.0,100.0,2.1,100.0,A
22.6,80.4,5.5,95.0,A
23.8,75.0,6.2,100.0,A
21.2,88.5,5.4,100.0,A
9.1,97.0,8.7,71.5,B
12.1,86.1,3.6,74.1,B
18.9,60.9,5.0,88.8,A
2.1,93.1,3.1,54.6,D
11.7,73.5,3.5,87.5,A
11.5,89.3,4.9,77.7,B
19.2,89.2,7.0,87.5,A
8.0,84.2,5.8,53.1,D
29.1,91.8,4.9,100.0,A
37.6,90.7,6.5,100.0,A
18.0,100.0,5.1,100.0,A
23.7,86.6,8.1,100.0,A
18.5,100.0,8.8,100.0,A
11.2,87.1,6.8,59.7,C
8.4,97.3,5.7,69.1,C
17.4,84.8,2.9,97.0,A
10.3,62.1,7.1,82.3,B
22.1,90.3,6.7,100.0,A
10.5,76.3,6.2,63.0,C
16.5,83.5,3.7,100.0,A
9.0,100.0,7.7,68.2,C
8.5,78.8,8.2,83.0,B
25.1,92.3,4.6,99.8,A
11.8,91.2,10.0,70.0,C
12.2,69.0,6.3,100.0,A
10.5,83.3,8.0,66.8,C
11.5,87.9,10.0,78.9,B
14.2,75.1,6.5,94.2,A
0.8,80.6,8.6,43.9,D
20.7,68.4,5.1,100.0,A
17.8,77.5,7.1,100.0,A
21.1,90.6,3.6,100.0,A
24.1,83.7,2.9,100.0,A
16.0,95.2,7.4,75.7,B
15.7,100.0,6.2,80.0,B
19.2,77.8,5.2,99.5,A
5.8,82.8,7.5,49.8,D
12.5,84.9,8.4,83.3,B
21.9,77.7,7.1,100.0,A
21.0,83.2,4.0,97.7,A
30.4,95.5,5.9,100.0,A
14.5,75.1,9.0,93.5,A
23.5,100.0,5.9,93.4,A
14.6,72.3,5.1,98.9,A
7.3,81.6,7.7,81.8,B
16.2,87.3,5.1,87.5,A
13.5,79.1,2.6,83.8,B
12.1,85.0,5.4,93.4,A
7.5,72.7,7.6,50.0,D
13.2,90.5,5.0,72.3,B
9.1,86.9,4.5,86.1,A
28.9,90.6,5.5,100.0,A
21.3,82.0,5.5,100.0,A
6.8,100.0,5.4,71.5,B
10.8,76.4,6.0,70.8,B
12.2,81.2,7.8,95.7,A
13.5,67.4,9.1,100.0,A
9.1,63.9,5.3,66.0,C
14.2,83.4,7.6,92.1,A
22.1,74.3,8.2,93.9,A
12.4,89.5,3.8,67.4,C
6.7,91.5,7.4,66.4,C
0.9,97.9,7.9,40.8,D
1.3,62.4,5.2,28.8,F
17.0,89.3,8.0,100.0,A
15.9,100.0,5.5,100.0,A
13.6,85.7,4.2,74.8,B
10.9,89.8,7.9,72.4,B
12.0,80.1,5.0,76.2,B
16.8,82.7,5.2,85.7,A
10.8,84.8,6.8,100.0,A
15.3,99.3,7.2,93.7,A
13.2,81.6,8.8,75.9,B
15.7,86.9,5.0,91.2,A
0.0,72.9,5.0,49.8,D
20.7,100.0,7.4,100.0,A
16.9,87.9,6.9,75.7,B
11.7,91.2,1.9,63.5,C
12.8,100.0,4.1,82.1,B
18.7,88.9,5.7,100.0,A
14.1,76.7,6.3,90.8,A
19.2,80.7,3.2,100.0,A
15.8,84.7,6.5,87.4,A
21.5,100.0,9.3,100.0,A
8.2,88.4,8.2,79.1,B
15.9,78.2,5.1,80.6,B
2.5,87.7,7.8,70.0,B
8.2,97.8,6.8,58.9,C
5.5,97.4,7.7,70.4,B
13.9,71.0,6.5,74.1,B
12.6,80.0,5.5,87.2,A
10.7,93.8,7.6,58.4,C
5.6,88.2,7.4,63.8,C
3.3,85.1,6.9,45.8,D
7.0,80.7,3.2,60.9,C
21.1,72.3,7.4,89.4,A
15.2,88.8,8.4,80.1,B
8.5,83.4,8.0,81.8,B
14.3,85.8,1.7,84.7,B
16.8,94.7,8.2,100.0,A
15.7,100.0,10.0,98.0,A
11.2,66.1,6.0,77.8,B
11.2,88.5,5.9,83.3,B
11.7,96.3,8.5,71.5,B
23.5,83.7,4.2,100.0,A
19.1,72.9,4.7,100.0,A
24.0,86.0,5.5,100.0,A
15.8,67.6,2.9,96.2,A
8.1,79.2,4.8,65.6,C
24.1,83.1,7.1,100.0,A
12.7,82.3,10.0,80.7,B
7.2,93.8,5.6,80.7,B
8.2,74.4,10.0,69.5,C
19.8,81.0,4.9,100.0,A
16.0,90.9,3.1,100.0,A
9.9,75.1,9.5,75.5,B
9.9,81.2,7.1,57.5,C
33.9,96.7,9.0,100.0,A
18.1,95.2,6.1,97.1,A
13.7,94.1,6.3,95.3,A
18.2,88.3,7.4,95.0,A
1.7,76.7,8.6,43.7,D
8.3,95.4,6.1,76.0,B
9.3,88.1,2.2,62.7,C
24.2,85.3,4.7,100.0,A
1.1,74.0,5.2,45.0,D
8.4,97.2,9.0,68.8,C
15.3,88.9,8.1,100.0,A
11.8,62.6,5.9,73.2,B
8.1,100.0,7.7,66.2,C
13.0,88.9,7.4,89.7,A
26.4,93.5,7.0,100.0,A
21.0,91.6,6.9,100.0,A
3.4,78.9,4.8,60.4,C
15.5,95.2,3.6,100.0,A
2.6,100.0,4.9,63.7,C
16.9,78.5,8.4,94.4,A
21.4,77.4,6.7,98.3,A
5.4,100.0,7.5,55.0,C
17.6,100.0,8.8,87.2,A
25.6,87.3,7.0,90.9,A
0.0,94.3,6.4,50.5,D
15.7,80.0,6.5,73.0,B
16.0,80.6,7.4,99.5,A
14.3,63.9,3.2,66.5,C
7.6,64.4,1.7,83.4,B
17.1,93.3,5.5,98.3,A
12.2,78.4,4.4,69.8,C
16.7,96.6,8.4,100.0,A
10.0,76.3,3.4,56.5,C
15.2,75.8,4.7,92.6,A
33.6,78.7,6.1,100.0,A
4.2,72.9,7.7,72.1,B
0.0,94.9,4.4,47.2,D
15.9,68.7,5.3,91.6,A
12.7,76.7,4.0,66.4,C
13.6,78.3,1.2,100.0,A
7.7,78.3,4.6,85.1,A
17.7,85.7,7.5,75.8,B
25.0,66.3,4.5,100.0,A
10.0,79.1,3.8,61.2,C
21.8,76.8,6.2,100.0,A
16.9,91.4,6.8,94.7,A
17.9,78.7,6.6,93.1,A
16.2,76.9,7.2,75.3,B
11.9,70.7,5.4,85.1,A
19.7,87.6,5.3,95.6,A
11.1,85.8,7.8,79.0,B
21.9,77.4,5.3,84.3,B
23.0,81.3,8.3,100.0,A
13.6,90.9,5.5,88.1,A
7.6,82.2,6.0,57.5,C
14.9,80.3,8.1,94.3,A
22.8,100.0,5.2,100.0,A
11.5,83.6,7.9,73.2,B
15.9,84.0,6.5,74.5,B
13.4,83.3,8.8,90.5,A
12.3,68.0,2.3,84.0,B
26.6,95.8,6.1,100.0,A
21.4,98.3,3.9,100.0,A
9.5,100.0,4.3,78.8,B
0.8,89.3,5.1,48.4,D
18.3,77.6,10.0,89.9,A
9.1,79.9,4.7,72.8,B
16.7,83.8,4.7,93.7,A
13.4,86.4,5.1,92.9,A
23.9,85.1,2.2,100.0,A
13.8,100.0,4.5,75.1,B
16.5,100.0,6.2,90.5,A
30.3,84.0,7.6,100.0,A
23.2,93.6,4.4,100.0,A
2.6,79.4,10.0,65.8,C
13.0,92.9,9.1,86.3,A
11.2,70.9,2.5,81.5,B
19.0,78.3,3.7,92.7,A
11.0,83.0,8.1,70.3,B
4.2,100.0,4.5,55.6,C
15.8,100.0,5.8,96.1,A
21.7,74.4,8.8,100.0,A
13.9,82.6,7.8,70.6,B
13.5,76.3,5.8,100.0,A
14.4,74.2,6.5,85.2,A
9.7,87.6,7.4,55.3,C
13.4,88.7,6.2,100.0,A
12.9,69.8,7.4,70.6,B
19.2,85.5,7.1,99.5,A
23.3,72.9,4.3,100.0,A
20.2,70.2,5.7,97.7,A
12.0,96.4,6.7,82.7,B
1.9,72.2,8.3,60.0,C
13.4,69.2,5.6,87.3,A
19.5,83.5,9.2,96.8,A
21.8,88.9,6.0,99.7,A
13.4,83.1,4.4,72.8,B
10.9,71.6,5.1,91.3,A
6.6,86.4,4.4,80.1,B
20.7,87.4,8.5,100.0,A
4.3,86.2,7.7,65.1,C
21.2,87.1,7.3,100.0,A
10.9,88.0,3.5,84.8,B
6.8,84.6,5.0,87.4,A
24.8,85.0,5.3,100.0,A
6.3,80.6,7.2,78.3,B
4.9,89.9,7.9,55.2,C
28.8,79.6,3.8,100.0,A
19.2,89.5,6.4,100.0,A
17.8,96.8,4.2,92.9,A
16.6,90.9,6.0,100.0,A
10.2,83.0,7.4,84.9,B
11.5,89.0,7.4,79.5,B
27.1,85.0,7.6,100.0,A
14.4,83.1,4.0,93.4,A
10.4,82.9,4.7,76.7,B
24.4,79.9,6.5,100.0,A
9.8,78.9,6.0,82.1,B
18.3,82.8,7.0,85.8,A
24.7,100.0,7.1,100.0,A
13.7,91.9,2.2,92.6,A
0.0,87.4,5.7,58.2,C
21.2,81.3,7.9,99.7,A
23.9,69.7,6.3,100.0,A
15.1,91.8,4.6,75.7,B
13.5,85.0,6.2,84.1,B
14.9,87.4,7.5,80.3,B
15.6,68.5,3.8,82.9,B
12.6,97.1,5.5,94.2,A
27.3,83.1,8.2,100.0,A
16.4,95.7,4.8,100.0,A
15.1,100.0,8.2,96.7,A
20.5,78.3,4.9,73.8,B
12.1,76.2,6.8,79.7,B
13.3,95.5,6.0,84.2,B
18.5,100.0,7.3,75.7,B
14.7,74.9,7.7,92.0,A
20.3,92.6,9.1,100.0,A
12.8,69.4,5.6,72.6,B
17.9,97.6,8.3,98.6,A
20.6,90.5,4.2,87.9,A
22.1,84.8,5.9,100.0,A
1.1,100.0,5.0,53.7,D
17.1,84.8,6.7,84.5,B
20.9,79.0,6.6,100.0,A
8.3,67.5,2.0,61.2,C
22.5,97.8,4.9,100.0,A
16.5,85.2,7.2,93.1,A
12.0,98.8,1.9,84.4,B
18.0,79.5,9.8,100.0,A
20.8,88.1,7.4,100.0,A
0.0,80.4,5.7,55.1,C
26.3,77.6,7.2,95.5,A
1.4,87.3,4.4,57.1,C
7.3,80.7,7.3,79.2,B
25.0,81.1,4.0,100.0,A
21.5,99.8,10.0,100.0,A
11.8,69.3,6.5,97.1,A
22.2,95.3,6.2,94.3,A
17.4,92.8,6.2,100.0,A
16.6,68.0,4.3,100.0,A
0.0,94.0,4.9,52.9,D
7.8,82.6,6.7,66.8,C
12.4,84.7,3.2,69.0,C
0.0,90.0,7.0,22.9,F
20.4,90.6,5.1,81.9,B
14.6,62.2,6.7,77.2,B
24.2,98.4,6.2,100.0,A
11.4,84.5,7.0,71.4,B
5.1,72.4,5.6,58.9,C
8.1,78.7,5.0,69.4,C
17.1,77.2,5.5,93.2,A
22.7,75.7,6.4,98.5,A
15.2,95.3,7.6,98.5,A
21.9,92.1,6.8,98.9,A
14.9,76.9,10.0,92.9,A
19.4,83.0,6.8,94.2,A
27.0,85.3,4.3,100.0,A
18.8,91.7,7.4,83.4,B
9.9,86.7,5.5,69.1,C
16.9,65.0,3.7,94.8,A
15.7,77.9,6.8,72.5,B
12.5,75.9,7.7,83.6,B
9.4,90.4,9.5,79.1,B
30.6,78.7,7.6,100.0,A
13.2,75.8,8.1,78.4,B
0.0,80.9,5.8,57.2,C
10.6,68.3,6.2,71.0,B
9.6,99.2,3.5,88.8,A
13.3,97.0,4.1,89.2,A
4.5,71.2,4.6,43.6,D
11.2,50.0,6.2,87.1,A
16.8,83.5,4.8,100.0,A
5.6,92.8,8.4,58.8,C
23.2,83.3,3.8,100.0,A
15.3,81.6,6.1,72.6,B
16.2,89.6,5.1,100.0,A
12.2,92.6,7.1,85.9,A
16.6,57.3,4.3,93.4,A
20.4,90.1,7.6,97.4,A
16.7,68.3,4.3,100.0,A
22.9,83.3,5.6,100.0,A
16.0,77.9,6.5,85.1,A
20.9,100.0,4.6,96.9,A
18.0,93.1,3.6,100.0,A
0.4,89.8,5.0,41.0,D
8.8,85.0,6.8,73.1,B
9.2,72.2,6.5,68.0,C
9.4,97.3,5.8,77.3,B
7.5,72.6,5.6,69.0,C
22.9,84.0,5.2,100.0,A
25.6,100.0,4.7,100.0,A
3.5,100.0,6.3,65.7,C
20.5,76.2,4.7,100.0,A
19.2,90.5,5.0,100.0,A
30.6,71.9,6.3,100.0,A
14.5,100.0,6.5,96.5,A
4.2,87.1,9.9,73.9,B
